x_coords,y_coords
72.0,4.999999999999998
72.0748336001111,4.999999994927221
72.14966720022457,5.000000004502119
72.2245008003355,4.999999998793955
72.29933440044739,4.999999998589943
72.3741680005596,5.000000000395644
72.44900160067154,5.000000000613801
72.52383520078338,5.000000000053058
72.59866880089523,4.999999999774763
72.67350240100716,4.999999999850935
72.74833600111909,5.00000000001675
72.823169601231,5.000000000082059
72.8980032013429,5.000000000063377
72.9728368014548,5.000000000012527
73.0476704015667,4.999999999977348
73.1225040016786,4.999999999968533
73.19733760179051,4.9999999999765645
73.27217120190244,4.999999999991726
73.34700480201435,5.00000000000444
73.42183840212624,5.000000000010122
73.49667200223816,5.000000000010404
73.57150560235006,5.000000000007306
73.64633920246195,5.0000000000028475
73.72117280257386,4.99999999999904
73.79600640268576,4.99999999999703
73.87084000279766,4.99999999999651
73.94567360290955,4.999999999997035
74.02050720302145,4.999999999998158
74.09534080313335,4.999999999999431
74.17017440324528,5.000000000000418
74.24500800335719,5.000000000000939
74.31984160346909,5.000000000001085
74.39467520358097,5.000000000000959
74.46950880369289,5.000000000000666
74.5443424038048,5.000000000000306
74.61917600391668,4.999999999999985
74.6940096040286,4.999999999999781
74.76884320414052,4.9999999999996865
74.84367680425241,4.999999999999678
74.91851040436433,4.99999999999973
74.99334400447624,4.99999999999982
75.06817760458816,4.99999999999992
75.14301120470007,5.000000000000008
75.21784480481197,5.000000000000065
75.29267840492388,5.000000000000093
75.36751200503578,5.000000000000097
75.44234560514768,5.000000000000084
75.51717920525958,5.000000000000062
75.59201280537148,5.000000000000036
75.66684640548338,5.000000000000009
75.74168000559528,4.99999999999999
75.81651360570719,4.999999999999979
75.89134720581909,4.999999999999973
75.966180805931,4.999999999999976
76.04101440604293,4.99999999999998
76.11584800615485,4.999999999999987
76.19068160626675,4.999999999999993
76.26551520637864,4.999999999999999
76.34034880649055,5.000000000000003
76.41518240660245,5.0000000000000036
76.49001600671436,5.000000000000002
76.56484960682627,5.000000000000001
76.63968320693814,4.999999999999997
76.71451680705006,4.9999999999999964
76.78935040716196,4.999999999999996
76.86418400727385,4.9999999999999964
76.93901760738575,5.0
77.01385120749767,5.000000000000006
77.08868480760958,5.000000000000013
77.16351840772147,5.00000000000002
77.2383520078334,5.000000000000027
77.31318560794529,5.00000000000003
77.3880192080572,5.000000000000032
77.46285280816913,5.000000000000029
77.53768640828105,5.0000000000000195
77.61252000839295,5.000000000000004
77.68735360850484,4.9999999999999805
77.76218720861674,4.999999999999953
77.83702080872867,4.999999999999924
77.91185440884055,4.999999999999895
77.98668800895247,4.999999999999873
78.06152160906437,4.9999999999998614
78.13635520917627,4.99999999999986
78.2111888092882,4.999999999999876
78.2860224094001,4.99999999999991
78.36085600951199,4.999999999999968
78.4356896096239,5.000000000000052
78.5105232097358,5.000000000000157
78.58535680984771,5.000000000000272
78.66019040995961,5.0000000000003855
78.73502401007153,5.000000000000483
78.80985761018343,5.000000000000556
78.88469121029533,5.0000000000005915
78.95952481040726,5.00000000000058
79.03435841051915,5.000000000000505
79.10919201063106,5.00000000000036
79.18402561074296,5.00000000000013
79.25885921085487,4.999999999999804
79.33369281096677,4.999999999999401
79.4085264110787,4.999999999998961
79.4833600111906,4.999999999998523
79.55819361130249,4.999999999998126
79.63302721141442,4.999999999997813
79.70786081152629,4.999999999997622
79.7826944116382,4.999999999997594
79.85752801175012,4.999999999997771
79.93236161186202,4.999999999998189
80.00719521197392,4.99999999999889
80.08202881208585,4.999999999999917
80.15686241219775,5.000000000001281
80.23169601230967,5.000000000002882
80.30652961242157,5.00000000000458
80.38136321253347,5.000000000006236
80.4561968126454,5.0000000000077085
80.53103041275729,5.000000000008857
80.6058640128692,5.000000000009547
80.6806976129811,5.000000000009633
80.75553121309301,5.000000000008979
80.83036481320491,5.000000000007443
80.90519841331681,5.000000000004886
80.9800320134287,5.000000000001169
81.05486561354057,4.999999999996193
81.12969921365244,4.999999999990249
81.20453281376433,4.999999999983824
81.27936641387622,4.999999999977408
81.35420001398808,4.999999999971494
81.42903361409998,4.9999999999665725
81.5038672142119,4.999999999963138
81.57870081432378,4.999999999961676
81.65353441443567,4.999999999962682
81.72836801454761,4.999999999966646
81.80320161465957,4.999999999974062
81.87803521477151,4.999999999985416
81.95286881488347,5.000000000001202
82.02770241499546,5.000000000021462
82.10253601510749,5.000000000044751
82.1773696152195,5.000000000069325
82.25220321533153,5.0000000000934435
82.32703681544352,5.000000000115357
82.4018704155555,5.000000000133323
82.47670401566748,5.000000000145598
82.5515376157794,5.000000000150438
82.62637121589127,5.000000000146096
82.7012048160031,5.000000000130831
82.7760384161149,5.000000000102898
82.85087201622659,5.000000000060551
82.92570561633823,5.000000000002046
83.00053921644981,4.999999999926853
83.07537281656131,4.999999999839757
83.1502064166728,4.999999999746995
83.22504001678428,4.999999999654809
83.2998736168958,4.999999999569439
83.37470721700737,4.999999999497124
83.44954081711903,4.999999999444105
83.5243744172308,4.999999999416619
83.59920801734276,4.999999999420912
83.67404161745485,4.999999999463216
